市州代码,市州名称,招录机关名称,招录职位名称,招录职位编码,缴费状况（缴费人数与招录名额的比例区间）
15103,攀枝花市,攀枝花市东区,攀枝花市东区纪委监委派驻纪检监察组-监察事务,26303025,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市东区,攀枝花市东区区级行政机关-综合事务,26303026,≥ 30:1 且 < 50:1
15103,攀枝花市,攀枝花市东区,攀枝花市东区卫生健康局-卫健事务,26303027,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市东区,攀枝花市东区审计局-公共投资审计,26303028,≥ 30:1 且 < 50:1
15103,攀枝花市,攀枝花市东区,攀枝花市东区银江镇人民政府-综合管理,26303029,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市东区,攀枝花市东区电子政务建设服务中心-办公室综合管理,26303030,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市东区,攀枝花市东区机关事务服务中心-机关事务,26303031,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市东区,攀枝花市东区参照管理单位-综合管理事务（一）,26303032,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市东区,攀枝花市东区参照管理单位-综合管理事务（二）,26303033,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市东区,攀枝花市东区市容环境卫生服务中心-市容管理,26303038,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市东区,攀枝花市东区残疾人联合会-综合管理,26303039,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市西区,攀枝花市西区市场监督管理综合行政执法大队-市场监管（一）,26203046,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市西区,攀枝花市西区市场监督管理综合行政执法大队-市场监管（二）,26203047,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市西区,攀枝花市西区城市管理综合行政执法大队-城建执法（一）,26203048,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市西区,攀枝花市西区城市管理综合行政执法大队-城建执法（二）,26203049,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市西区,攀枝花市西区档案馆-档案综合管理,26303040,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市西区,攀枝花市西区社会保险事务中心-社保基金管理,26303041,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市西区,攀枝花市西区森林病虫防治检疫站-森林管理与病虫害防治,26303042,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市西区,攀枝花市西区应急救援服务中心-安全生产监管,26303043,< 5:1
15103,攀枝花市,攀枝花市西区,攀枝花市西区应急救援服务中心-应急救援服务管理,26303044,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市西区,攀枝花市西区计划生育协会-综合管理,26303045,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市仁和区,攀枝花市仁和区市场监督管理局-市场监管,26203050,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市仁和区,攀枝花市仁和区市场监管综合行政执法大队-市场监管（一）,26203053,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市仁和区,攀枝花市仁和区市场监管综合行政执法大队-市场监管（二）,26203054,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市仁和区,攀枝花市仁和区交通运输综合行政执法大队-综合执法,26203055,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市仁和区,攀枝花市仁和区农业综合行政执法大队-综合执法,26203056,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市仁和区,攀枝花市仁和区文化市场综合行政执法大队-综合执法,26203057,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市仁和区,攀枝花市仁和区城市管理综合行政执法大队-综合执法,26203058,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市仁和区,攀枝花市仁和区经济信息化和科学技术局-综合管理,26303051,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市仁和区,攀枝花市仁和区行政机关-综合管理,26303052,≥ 30:1 且 < 50:1
15103,攀枝花市,攀枝花市仁和区,攀枝花市仁和区旅游景区建设服务中心-业务岗位,26303059,≥ 50:1 且 < 100:1
15103,攀枝花市,攀枝花市仁和区,攀枝花市仁和区参照管理单位-业务岗位,26303060,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市仁和区,攀枝花市仁和区社会保险事务中心-业务岗位,26303061,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市仁和区,攀枝花市仁和区计划生育协会-综合管理,26303062,≥ 30:1 且 < 50:1
15103,攀枝花市,攀枝花市仁和区,乡镇机关（一）-综合管理,26303063,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市仁和区,乡镇机关（二）-综合管理,26303064,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市仁和区,乡镇机关（三）-综合管理,26303065,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市仁和区,乡镇机关（四）-综合管理,26303066,≥ 5:1 且 < 30:1
15103,攀枝花市,米易县,米易县市场监督管理局-市场监管,26203071,≥ 5:1 且 < 30:1
15103,攀枝花市,米易县,米易县市场监管综合行政执法大队-市场监管,26203080,≥ 5:1 且 < 30:1
15103,攀枝花市,米易县,米易县纪委监委-综合管理,26303067,≥ 5:1 且 < 30:1
15103,攀枝花市,米易县,米易县经济信息化和科学技术局-综合管理,26303068,≥ 5:1 且 < 30:1
15103,攀枝花市,米易县,米易县住房和城乡建设局-综合管理,26303069,≥ 5:1 且 < 30:1
15103,攀枝花市,米易县,米易县人力资源和社会保障局-综合管理,26303070,≥ 30:1 且 < 50:1
15103,攀枝花市,米易县,米易县就业创业促进中心-综合管理,26303072,≥ 5:1 且 < 30:1
15103,攀枝花市,米易县,米易县植物检疫站-综合管理,26303073,≥ 5:1 且 < 30:1
15103,攀枝花市,米易县,米易县交通运输服务中心-综合管理,26303074,≥ 5:1 且 < 30:1
15103,攀枝花市,米易县,米易县文化和旅游公共服务中心-综合管理,26303075,≥ 5:1 且 < 30:1
15103,攀枝花市,米易县,米易县文化和旅游公共服务中心-综合管理,26303076,≥ 5:1 且 < 30:1
15103,攀枝花市,米易县,米易县计划生育协会机关（一）-综合管理,26303077,≥ 5:1 且 < 30:1
15103,攀枝花市,米易县,米易县计划生育协会机关（二）-综合管理,26303078,≥ 5:1 且 < 30:1
15103,攀枝花市,米易县,米易县残疾人联合会-综合管理,26303079,≥ 5:1 且 < 30:1
15103,攀枝花市,米易县,乡镇机关（一）-综合管理,26303081,≥ 5:1 且 < 30:1
15103,攀枝花市,米易县,乡镇机关（二）-综合管理,26303082,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,盐边县市场监督管理局-市场监管,26203093,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,盐边县市场监管综合行政执法大队-市场监管,26203094,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,盐边县交通运输综合行政执法大队-交通执法（一）,26203105,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,盐边县交通运输综合行政执法大队-交通执法（二）,26203106,< 5:1
15103,攀枝花市,盐边县,盐边县农业综合行政执法大队-农业执法,26203107,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,盐边县文化市场综合行政执法大队-文旅执法（一）,26203108,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,盐边县文化市场综合行政执法大队-文旅执法（二）,26203109,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,盐边县城市管理综合行政执法大队-城市管理执法（一）,26203110,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,盐边县城市管理综合行政执法大队-城市管理执法（二）,26203111,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,盐边县纪委监委-纪检监察（一）,26303083,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,盐边县纪委监委派驻纪检监察组-纪检监察（二）,26303084,< 5:1
15103,攀枝花市,盐边县,中共盐边县委组织部-综合管理（一）,26303085,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,中共盐边县委组织部-综合管理（二）,26303086,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,中共盐边县委机构编制委员会办公室-编制管理,26303087,≥ 30:1 且 < 50:1
15103,攀枝花市,盐边县,盐边县经济信息化和科学技术局-工业管理,26303088,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,盐边县教育和体育局-综合管理,26303089,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,盐边县财政局-财政管理,26303090,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,盐边县人力资源和社会保障局-综合管理,26303091,≥ 30:1 且 < 50:1
15103,攀枝花市,盐边县,盐边县卫生健康局-综合管理,26303092,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,中共盐边县委党史研究室-党史研究,26303095,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,盐边县参照管理单位（一）-综合管理,26303096,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,盐边县参照管理单位（二）-综合管理,26303097,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,盐边县参照管理单位（三）-动植物检疫,26303098,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,盐边县档案馆-档案综合管理,26303099,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,盐边县财政国库支付中心-财政支付,26303100,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,盐边县航务海事中心-航务海事,26303101,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,盐边县应急保障事务中心-综合管理,26303102,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,盐边县普查中心-统计普查,26303103,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,盐边县医疗保障事务中心-医疗保障,26303104,≥ 5:1 且 < 30:1
15103,攀枝花市,盐边县,乡镇机关（一）-项目管理,26303112,< 5:1
15103,攀枝花市,盐边县,乡镇机关（二）-项目管理,26303113,< 5:1
15103,攀枝花市,攀枝花市县（市、区）司法局,司法所-司法助理员,31203001,< 5:1
15103,攀枝花市,攀枝花市辖区基层法院,审判业务部门-法官助理（一）,33203001,< 5:1
15103,攀枝花市,攀枝花市辖区基层法院,审判业务部门-法官助理（二）,33203002,< 5:1
15103,攀枝花市,攀枝花市辖区基层法院,审判业务部门-法官助理（三）,33203003,< 5:1
15103,攀枝花市,攀枝花市人民检察院,检察业务部门-检察官助理（一）,34203001,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市人民检察院,检察业务部门-检察官助理（二）,34203002,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市人民检察院,检察业务部门-检察官助理（三）,34203003,< 5:1
15103,攀枝花市,攀枝花市人民检察院,检察业务部门-检察官助理（四）,34203004,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市辖区基层人民检察院,检察业务部门-检察官助理,34203005,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市辖区基层人民检察院,检察业务部门-检察官助理（一）,34203006,< 5:1
15103,攀枝花市,攀枝花市辖区基层人民检察院,检察业务部门-检察官助理（二）,34203007,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市辖区基层人民检察院,检察辅助部门-司法警察,34203008,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市辖区基层人民检察院,综合行政部门-司法行政人员（宣传）,34203009,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市市级公安机关,执法勤务部门-执法勤务（一）,43203001,≥ 30:1 且 < 50:1
15103,攀枝花市,攀枝花市市级公安机关,执法勤务部门-执法勤务（二）,43203002,< 5:1
15103,攀枝花市,攀枝花市市县公安机关,执法勤务部门-执法勤务（三）,43203003,< 5:1
15103,攀枝花市,攀枝花市市县公安机关,执法勤务部门-执法勤务（四）,43203004,< 5:1
15103,攀枝花市,攀枝花市市县公安机关,警务技术部门-警务技术（信息通信）,43203005,≥ 5:1 且 < 30:1
15103,攀枝花市,攀枝花市县级公安机关,警务技术部门-警务技术,43203006,≥ 5:1 且 < 30:1
15104,泸州市,泸州市交通运输局,区县交通运输综合行政执法大队（一）-综合执法,26204001,≥ 5:1 且 < 30:1
15104,泸州市,泸州市交通运输局,区县交通运输综合行政执法大队（二）-综合执法,26204002,≥ 5:1 且 < 30:1
15104,泸州市,泸州市生态环境局,区县生态环境保护综合行政执法大队-综合执法,26204003,≥ 5:1 且 < 30:1
15104,泸州市,泸州市区级部门,区市场监督管理局（一）-综合执法,26204004,≥ 5:1 且 < 30:1
15104,泸州市,泸州市区级部门,区市场监督管理局（二）-综合执法,26204005,≥ 5:1 且 < 30:1
15104,泸州市,泸州市区级部门,区城市管理综合行政执法大队（一）-综合执法,26204006,≥ 5:1 且 < 30:1
15104,泸州市,泸州市区级部门,区城市管理综合行政执法大队（二）-综合执法,26204007,≥ 5:1 且 < 30:1
15104,泸州市,泸州市区级部门,区级参照管理事业单位-综合管理,26304008,≥ 30:1 且 < 50:1
15104,泸州市,泸州市县级部门,县农业农村局（一）-综合执法,26204009,≥ 5:1 且 < 30:1
15104,泸州市,泸州市县级部门,县农业农村局（二）-综合执法,26204010,≥ 30:1 且 < 50:1
15104,泸州市,泸州市江阳区,区市场监督管理局（一）-综合执法,26204013,≥ 30:1 且 < 50:1
15104,泸州市,泸州市江阳区,区市场监督管理局（二）-综合执法,26204014,≥ 30:1 且 < 50:1
15104,泸州市,泸州市江阳区,街道办事处（一）-招商引资,26304015,≥ 5:1 且 < 30:1
15104,泸州市,泸州市江阳区,街道办事处（二）-招商引资,26304016,≥ 5:1 且 < 30:1
15104,泸州市,泸州市江阳区,乡镇机关-文旅发展,26304017,≥ 5:1 且 < 30:1
15104,泸州市,泸县,县市场监管综合行政执法大队（一）-综合执法,26204035,≥ 5:1 且 < 30:1
15104,泸州市,泸县,县市场监管综合行政执法大队（二）-综合执法,26204036,≥ 5:1 且 < 30:1
15104,泸州市,泸县,县农业综合行政执法大队（一）-综合执法,26204037,< 5:1
15104,泸州市,泸县,县农业综合行政执法大队（二）-综合执法,26204038,≥ 5:1 且 < 30:1
15104,泸州市,泸县,县应急管理综合行政执法大队（一）-政策法规,26204039,< 5:1
15104,泸州市,泸县,县应急管理综合行政执法大队（二）-行业管理,26204040,≥ 5:1 且 < 30:1
15104,泸州市,泸县,县城市管理综合行政执法大队-综合执法,26204041,< 5:1
15104,泸州市,泸县,县纪委监委驻县财政局纪检监察组-纪检监察,26304032,≥ 5:1 且 < 30:1
15104,泸州市,泸县,县级行政机关（一）-行业管理,26304033,≥ 5:1 且 < 30:1
15104,泸州市,泸县,县级行政机关（二）-综合管理,26304034,≥ 30:1 且 < 50:1
15104,泸州市,泸县,县法律援助中心-政策法规,26304042,≥ 5:1 且 < 30:1
15104,泸州市,泸县,玉蟾街道办事处-统计服务,26304043,≥ 30:1 且 < 50:1
15104,泸州市,泸县,乡镇机关（一）-财务管理,26304044,≥ 5:1 且 < 30:1
15104,泸州市,泸县,乡镇机关（二）-财务管理,26304045,≥ 5:1 且 < 30:1
15104,泸州市,泸县,乡镇机关（三）-项目管理,26304046,≥ 5:1 且 < 30:1
15104,泸州市,泸县,乡镇机关（四）-产业发展,26304047,≥ 5:1 且 < 30:1
15104,泸州市,泸县,乡镇机关（五）-综合管理,26304048,≥ 5:1 且 < 30:1
15104,泸州市,泸县,乡镇机关（六）-综合管理,26304049,≥ 5:1 且 < 30:1
15104,泸州市,泸县,乡镇机关（七）-工作人员,26304050,≥ 5:1 且 < 30:1
15104,泸州市,泸县,乡镇机关（八）-工作人员,26304051,≥ 5:1 且 < 30:1
15104,泸州市,合江县,县综合行政执法局-综合执法,26204057,≥ 5:1 且 < 30:1
15104,泸州市,合江县,县城市管理综合行政执法大队-综合执法,26204060,≥ 5:1 且 < 30:1
15104,泸州市,合江县,县市场监管综合行政执法大队-综合执法,26204061,≥ 5:1 且 < 30:1
15104,泸州市,合江县,县文化市场综合行政执法大队-综合执法,26204062,≥ 5:1 且 < 30:1
15104,泸州市,合江县,县农业综合行政执法大队-综合执法,26204063,≥ 5:1 且 < 30:1
15104,泸州市,合江县,县级党群机关-工作人员,26304052,≥ 50:1 且 < 100:1
15104,泸州市,合江县,县委统战部-财务管理,26304053,≥ 5:1 且 < 30:1
15104,泸州市,合江县,县科学技术协会-信息管理,26304054,≥ 5:1 且 < 30:1
15104,泸州市,合江县,县民政局-综合管理,26304055,≥ 30:1 且 < 50:1
15104,泸州市,合江县,县卫生健康局-医政管理,26304056,≥ 5:1 且 < 30:1
15104,泸州市,合江县,县档案馆-档案管理,26304058,≥ 5:1 且 < 30:1
15104,泸州市,合江县,县社会保险事业管理局-信息管理,26304059,≥ 5:1 且 < 30:1
15104,泸州市,合江县,符阳街道办事处-文旅发展,26304064,≥ 5:1 且 < 30:1
15104,泸州市,合江县,乡镇机关-项目管理,26304065,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,县级行政机关（四）-综合执法,26204072,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,县市场监督管理局-综合执法,26204079,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,县综合行政执法队伍-综合执法,26204087,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,县交通运输综合行政执法大队-综合执法,26204088,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,县农业综合行政执法大队-综合执法,26204089,< 5:1
15104,泸州市,叙永县,县应急管理综合行政执法大队-行业管理,26204090,< 5:1
15104,泸州市,叙永县,县纪委监委派驻纪检监察组-纪检监察,26304066,< 5:1
15104,泸州市,叙永县,县级党群机关（一）-综合协调,26304067,< 5:1
15104,泸州市,叙永县,县级党群机关（二）-综合协调,26304068,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,县级行政机关（一）-综合管理,26304069,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,县级行政机关（二）-综合管理,26304070,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,县级行政机关（三）-规划管理,26304071,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,县财政局（一）-财经管理,26304073,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,县财政局（二）-财经管理,26304074,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,县财政局（三）-财经管理,26304075,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,县教育和体育局-教育管理,26304076,≥ 30:1 且 < 50:1
15104,泸州市,叙永县,县卫生健康局-医政管理,26304077,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,县审计局-财务审计,26304078,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,县妇女联合会-管理服务,26304080,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,县现代农业园区管理委员会-产业管理,26304081,< 5:1
15104,泸州市,叙永县,县级参照管理事业单位（一）-信息建设,26304082,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,县级参照管理事业单位（二）-信息统计,26304083,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,县级参照管理事业单位（三）-安全管理,26304084,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,县农村经营管理站-农经管理,26304085,< 5:1
15104,泸州市,叙永县,县应急服务中心-行业管理,26304086,< 5:1
15104,泸州市,叙永县,乡镇机关（一）-产业管理,26304091,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,乡镇机关（二）-产业管理,26304092,< 5:1
15104,泸州市,叙永县,乡镇机关（三）-文旅发展,26304093,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,乡镇机关（四）-文旅发展,26304094,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,乡镇机关（五）-项目管理,26304095,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,乡镇机关（六）-项目管理,26304096,< 5:1
15104,泸州市,叙永县,乡镇机关（七）-产业管理,26304097,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,乡镇机关（八）-产业管理,26304098,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,乡镇机关（九）-工作人员,26304099,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,乡镇机关（十）-工作人员,26304100,≥ 5:1 且 < 30:1
15104,泸州市,叙永县,乡镇机关（十一）-工作人员,26304101,< 5:1
15104,泸州市,古蔺县,县应急管理综合行政执法大队-行业管理,26204107,< 5:1
15104,泸州市,古蔺县,县级综合行政执法队伍（一）-综合执法,26204109,≥ 5:1 且 < 30:1
15104,泸州市,古蔺县,县级综合行政执法队伍（二）-综合执法,26204110,< 5:1
15104,泸州市,古蔺县,县级综合行政执法队伍（三）-综合执法,26204111,< 5:1
15104,泸州市,古蔺县,县市场监管综合行政执法大队-综合执法,26204112,≥ 5:1 且 < 30:1
15104,泸州市,古蔺县,县纪委监委派驻纪检监察组-纪检监察,26304102,< 5:1
15104,泸州市,古蔺县,县纪委监委派驻县人大机关纪检监察组-财务管理,26304103,≥ 5:1 且 < 30:1
15104,泸州市,古蔺县,县财政局-财务管理,26304104,≥ 5:1 且 < 30:1
15104,泸州市,古蔺县,县审计局-项目审计,26304105,≥ 5:1 且 < 30:1
15104,泸州市,古蔺县,县级行政机关-综合管理,26304106,≥ 5:1 且 < 30:1
15104,泸州市,古蔺县,县级参照管理事业单位-工作人员,26304108,≥ 5:1 且 < 30:1
15104,泸州市,古蔺县,街道办事处（一）-产业发展,26304113,< 5:1
15104,泸州市,古蔺县,街道办事处（二）-产业发展,26304114,< 5:1
15104,泸州市,古蔺县,街道办事处（三）-产业发展,26304115,≥ 5:1 且 < 30:1
15104,泸州市,古蔺县,彰德街道办事处-财务管理,26304116,< 5:1
15104,泸州市,古蔺县,乡镇机关（一）-产业发展,26304117,≥ 5:1 且 < 30:1
15104,泸州市,古蔺县,乡镇机关（二）-工作人员,26304118,≥ 5:1 且 < 30:1
15104,泸州市,古蔺县,乡镇机关（三）-工作人员,26304119,≥ 5:1 且 < 30:1
15104,泸州市,古蔺县,乡镇机关（四）-交通管理,26304120,< 5:1
15104,泸州市,古蔺县,乡镇机关（五）-项目管理,26304121,< 5:1
15104,泸州市,古蔺县,乡镇机关（六）-工作人员,26304122,≥ 5:1 且 < 30:1
15104,泸州市,古蔺县,乡镇机关（七）-农经管理,26304123,≥ 5:1 且 < 30:1
15104,泸州市,古蔺县,乡镇机关（八）-产业发展,26304124,< 5:1
15104,泸州市,古蔺县,乡镇机关（九）-项目管理,26304125,≥ 5:1 且 < 30:1
15104,泸州市,古蔺县,乡镇机关（十）-信息建设,26304126,≥ 5:1 且 < 30:1
15104,泸州市,古蔺县,乡镇机关（十一）-产业发展,26304127,< 5:1
15104,泸州市,古蔺县,乡镇机关（十二）-工作人员,26304128,< 5:1
15104,泸州市,古蔺县,乡镇机关（十三）-文旅发展,26304129,≥ 5:1 且 < 30:1
15104,泸州市,古蔺县,乡镇机关（十四）-文旅发展,26304130,≥ 5:1 且 < 30:1
15104,泸州市,古蔺县,乡镇机关（十五）-工作人员,26304131,≥ 5:1 且 < 30:1
15104,泸州市,泸州市街道办事处,街道办事处-工程管理,26304011,≥ 5:1 且 < 30:1
15104,泸州市,泸州市乡镇机关,乡镇机关-工作人员,26304012,< 5:1
15104,泸州市,泸州市龙马潭区,区人力资源社会保障局-综合管理,26304018,≥ 50:1 且 < 100:1
15104,泸州市,泸州市龙马潭区,区商务局-行业管理,26304019,≥ 5:1 且 < 30:1
15104,泸州市,泸州市龙马潭区,区应急管理局-政策法规,26304020,≥ 5:1 且 < 30:1
15104,泸州市,泸州市龙马潭区,区社会保险局-综合管理,26304021,≥ 5:1 且 < 30:1
15104,泸州市,泸州市龙马潭区,街道办事处（一）-项目管理,26304022,≥ 5:1 且 < 30:1
15104,泸州市,泸州市龙马潭区,街道办事处（二）-项目管理,26304023,≥ 5:1 且 < 30:1
15104,泸州市,泸州市纳溪区,区科学技术协会-综合管理,26304024,≥ 30:1 且 < 50:1
15104,泸州市,泸州市纳溪区,区发展和改革局-项目管理,26304025,≥ 30:1 且 < 50:1
15104,泸州市,泸州市纳溪区,区文联社科联-综合管理,26304026,≥ 30:1 且 < 50:1
15104,泸州市,泸州市纳溪区,区应急服务中心-行业管理,26304027,< 5:1
15104,泸州市,泸州市纳溪区,乡镇机关（一）-工作人员,26304028,≥ 5:1 且 < 30:1
15104,泸州市,泸州市纳溪区,乡镇机关（二）-工作人员,26304029,≥ 5:1 且 < 30:1
15104,泸州市,泸州市纳溪区,乡镇机关（三）-文旅发展,26304030,≥ 5:1 且 < 30:1
15104,泸州市,泸州市纳溪区,乡镇机关（四）-文旅发展,26304031,≥ 5:1 且 < 30:1
15104,泸州市,泸州市县（市、区）司法局,司法所-司法助理员（一）,31204001,< 5:1
15104,泸州市,泸州市县（市、区）司法局,司法所-司法助理员（二）,31204002,≥ 5:1 且 < 30:1
15104,泸州市,泸州市县（市、区）司法局,司法所-司法助理员（三）,31204003,< 5:1
15104,泸州市,泸州市县（市、区）司法局,司法所-司法助理员（四）,31204004,≥ 5:1 且 < 30:1
15104,泸州市,泸州市县（市、区）司法局,司法所-司法助理员（五）,31204005,< 5:1
15104,泸州市,泸州市县（市、区）司法局,司法所-司法助理员（六）,31204006,< 5:1
15104,泸州市,泸州市辖区基层法院,审判业务部门-法官助理（一）,33204001,< 5:1
15104,泸州市,泸州市辖区基层法院,审判业务部门-法官助理（二）,33204002,≥ 5:1 且 < 30:1
15104,泸州市,泸州市辖区基层法院,审判业务部门-法官助理（三）,33204003,< 5:1
15104,泸州市,泸州市辖区基层法院,审判业务部门-法官助理（四）,33204004,< 5:1
15104,泸州市,泸州市辖区基层法院,审判业务部门-法官助理（五）,33204005,< 5:1
15104,泸州市,泸州市辖区基层法院,审判业务部门-法官助理（六）,33204006,< 5:1
15104,泸州市,泸州市辖区基层法院,综合行政部门-司法行政人员（一）,33204007,≥ 5:1 且 < 30:1
15104,泸州市,泸州市辖区基层法院,综合行政部门-司法行政人员（二）,33204008,≥ 5:1 且 < 30:1
15104,泸州市,泸州市辖区基层法院,综合行政部门-司法行政人员（财务）,33204009,≥ 5:1 且 < 30:1
15104,泸州市,泸州市辖区基层法院,司法警察支队（大队）-司法警察,33204010,< 5:1
15104,泸州市,泸州市辖区基层法院,审判业务部门-苗汉、彝汉翻译,33204011,< 5:1
15104,泸州市,泸州市辖区人民检察院,检察业务部门-检察官助理（一）,34204001,≥ 5:1 且 < 30:1
15104,泸州市,泸州市辖区人民检察院,检察业务部门-检察官助理（二）,34204002,≥ 5:1 且 < 30:1
15104,泸州市,泸州市辖区人民检察院,检察业务部门-检察官助理（三）,34204003,≥ 5:1 且 < 30:1
15104,泸州市,泸州市辖区人民检察院,检察业务部门-检察官助理（四）,34204004,≥ 5:1 且 < 30:1
15104,泸州市,泸州市江阳区人民检察院,检察业务部门-检察官助理（一）,34204005,< 5:1
15104,泸州市,泸州市江阳区人民检察院,检察业务部门-检察官助理（二）,34204006,≥ 5:1 且 < 30:1
15104,泸州市,泸州市江阳区人民检察院,检察辅助部门-司法警察,34204007,≥ 30:1 且 < 50:1
15104,泸州市,泸州市龙马潭区人民检察院,综合行政部门-司法行政人员（计算机）,34204008,≥ 5:1 且 < 30:1
15104,泸州市,古蔺县人民检察院,综合行政部门-司法行政人员（计算机）,34204009,≥ 5:1 且 < 30:1
15104,泸州市,叙永县人民检察院,检察辅助部门-司法警察,34204010,< 5:1
15104,泸州市,泸州市市县公安机关,执法勤务部门-执法勤务（一）,43204001,≥ 5:1 且 < 30:1
15104,泸州市,泸州市县级公安机关,执法勤务部门-执法勤务（二）,43204002,≥ 5:1 且 < 30:1
15104,泸州市,泸州市县级公安机关,执法勤务部门-执法勤务（三）,43204003,< 5:1
15104,泸州市,泸州市县级公安机关,执法勤务部门-执法勤务（四）,43204004,< 5:1
15104,泸州市,泸州市县级公安机关,执法勤务部门-执法勤务（五）,43204005,≥ 5:1 且 < 30:1
15104,泸州市,泸州市县级公安机关,执法勤务部门-执法勤务（六）,43204006,≥ 5:1 且 < 30:1
