市州代码,市州名称,招录机关名称,招录职位名称,招录职位编码,缴费状况（缴费人数与招录名额的比例区间）
15101,成都市,成都市发展和改革委员会,成都市政府投资项目评审中心-项目评审管理,26101001,≥ 5:1 且 < 30:1
15101,成都市,成都市人力资源和社会保障局,成都市社会保险事业管理局-法律事务,26101002,≥ 5:1 且 < 30:1
15101,成都市,成都市人力资源和社会保障局,成都市社会保险事业管理局-信息建设,26101003,≥ 100:1
15101,成都市,成都市人力资源和社会保障局,成都市社会保险事业管理局-业务经办,26101004,≥ 50:1 且 < 100:1
15101,成都市,成都市人力资源和社会保障局,成都市社会保险事业管理局-政策研究,26101005,≥ 30:1 且 < 50:1
15101,成都市,成都市公园城市建设管理局,成都市林业和草原有害生物防治检疫站-财务管理,26101026,≥ 5:1 且 < 30:1
15101,成都市,成都市生态环境局,成都市生态环境保护综合行政执法总队专项执法支队青白江大队-自然资源执法,26201006,≥ 5:1 且 < 30:1
15101,成都市,成都市生态环境局,成都市生态环境保护综合行政执法总队专项执法支队（一）-自然资源执法,26201007,≥ 30:1 且 < 50:1
15101,成都市,成都市生态环境局,成都市生态环境保护综合行政执法总队专项执法支队（二）-自然资源执法,26201008,< 5:1
15101,成都市,成都市生态环境局,成都市县（市）生态环境保护综合行政执法大队-行政执法,26201009,< 5:1
15101,成都市,成都市生态环境局,成都市生态环境保护综合行政执法总队派出支队-行政执法,26201010,< 5:1
15101,成都市,成都市生态环境局,成都市生态环境行政执法单位（一）-行政执法,26201011,≥ 5:1 且 < 30:1
15101,成都市,成都市生态环境局,成都市生态环境行政执法单位（二）-行政执法,26201012,≥ 5:1 且 < 30:1
15101,成都市,成都市交通运输局,成都市交通运输综合行政执法总队公路水运支队-工程监管,26201013,≥ 5:1 且 < 30:1
15101,成都市,成都市交通运输局,成都市交通运输综合行政执法总队综合保障支队-综合保障,26201014,≥ 5:1 且 < 30:1
15101,成都市,成都市交通运输局,成都市交通运输综合行政执法总队内设支队（一）-交通执法,26201015,< 5:1
15101,成都市,成都市交通运输局,成都市交通运输综合行政执法总队内设支队（二）-交通执法,26201016,≥ 5:1 且 < 30:1
15101,成都市,成都市交通运输局,成都市交通运输综合行政执法总队内设支队（三）-交通执法,26201017,≥ 5:1 且 < 30:1
15101,成都市,成都市交通运输局,成都市交通运输综合行政执法总队内设支队（四）-交通执法,26201018,≥ 5:1 且 < 30:1
15101,成都市,成都市交通运输局,成都市交通运输综合行政执法总队派出支队（一）-交通执法,26201019,≥ 5:1 且 < 30:1
15101,成都市,成都市交通运输局,成都市交通运输综合行政执法总队派出支队（二）-交通执法,26201020,< 5:1
15101,成都市,成都市农业农村局,成都市农业综合行政执法总队三支队-农业执法,26201021,≥ 50:1 且 < 100:1
15101,成都市,成都市农业农村局,成都市农业综合行政执法总队四支队-农业执法,26201022,< 5:1
15101,成都市,成都市农业农村局,成都市农业综合行政执法总队派出机构（一）-农业执法,26201023,≥ 5:1 且 < 30:1
15101,成都市,成都市农业农村局,成都市农业综合行政执法总队派出机构（二）-农业执法,26201024,< 5:1
15101,成都市,成都市农业农村局,成都市农业综合行政执法总队派出机构（三）-农业执法,26201025,≥ 5:1 且 < 30:1
15101,成都市,成都市应急管理局,成都市应急管理综合行政执法总队-应急执法（一）,26201027,≥ 5:1 且 < 30:1
15101,成都市,成都市应急管理局,成都市应急管理综合行政执法总队-应急执法（二）,26201028,≥ 5:1 且 < 30:1
15101,成都市,成都市人民政府火车站地区管理委员会办公室,成都市城市管理行政执法总队火车站支队-行政执法（一）,26201029,< 5:1
15101,成都市,成都市人民政府火车站地区管理委员会办公室,成都市城市管理行政执法总队火车站支队-行政执法（二）,26201030,≥ 30:1 且 < 50:1
15101,成都市,成都市人民政府火车站地区管理委员会办公室,成都市城市管理行政执法总队火车站支队-行政执法（三）,26201031,≥ 50:1 且 < 100:1
15101,成都市,成都市文化广电旅游局,成都市文化市场综合行政执法总队（一）-文化执法,26201032,≥ 5:1 且 < 30:1
15101,成都市,成都市文化广电旅游局,成都市文化市场综合行政执法总队（二）-文化执法,26201033,≥ 5:1 且 < 30:1
15101,成都市,成都市锦江区,成都市城市管理行政执法总队锦江支队-综合管理,26201047,≥ 50:1 且 < 100:1
15101,成都市,成都市锦江区,成都市应急管理综合行政执法总队锦江支队-安全管理,26201048,≥ 5:1 且 < 30:1
15101,成都市,成都市锦江区,成都市锦江区人民政府政务服务中心-经济管理,26301044,≥ 30:1 且 < 50:1
15101,成都市,成都市锦江区,成都市锦江区人民政府政务服务中心-产业服务（一）,26301045,≥ 30:1 且 < 50:1
15101,成都市,成都市锦江区,成都市锦江区人民政府政务服务中心-产业服务（二）,26301046,≥ 50:1 且 < 100:1
15101,成都市,成都市青羊区,成都市城市管理行政执法总队青羊支队-综合执法（一）,26201051,< 5:1
15101,成都市,成都市青羊区,成都市城市管理行政执法总队青羊支队-综合执法（二）,26201052,< 5:1
15101,成都市,成都市青羊区,成都市应急管理综合行政执法总队青羊支队-应急执法（一）,26201053,< 5:1
15101,成都市,成都市青羊区,成都市应急管理综合行政执法总队青羊支队-应急执法（二）,26201054,< 5:1
15101,成都市,成都市青羊区,成都市市场监管综合行政执法总队青羊支队-食品药品稽查（一）,26201055,≥ 30:1 且 < 50:1
15101,成都市,成都市青羊区,成都市市场监管综合行政执法总队青羊支队-食品药品稽查（二）,26201056,≥ 50:1 且 < 100:1
15101,成都市,成都市青羊区,成都市青羊区财政国库集中收付中心-工程造价评审,26301049,≥ 30:1 且 < 50:1
15101,成都市,成都市青羊区,成都市青羊区参照管理单位-综合管理,26301050,≥ 30:1 且 < 50:1
15101,成都市,成都市金牛区,成都市市场监管综合行政执法总队金牛支队-市场执法（一）,26201061,≥ 5:1 且 < 30:1
15101,成都市,成都市金牛区,成都市市场监管综合行政执法总队金牛支队-市场执法（二）,26201062,≥ 30:1 且 < 50:1
15101,成都市,成都市金牛区,成都市城市管理行政执法总队金牛支队-财务管理,26201063,≥ 50:1 且 < 100:1
15101,成都市,成都市金牛区,成都市城市管理行政执法总队金牛支队-综合执法,26201064,≥ 5:1 且 < 30:1
15101,成都市,成都市金牛区,成都市金牛区档案馆-信息管理,26301057,≥ 100:1
15101,成都市,成都市金牛区,成都市金牛区参照管理单位-法律服务,26301058,< 5:1
15101,成都市,成都市金牛区,成都市金牛区财政集中收付中心-综合管理,26301059,≥ 50:1 且 < 100:1
15101,成都市,成都市金牛区,成都市金牛区调查普查中心-经济统计,26301060,≥ 100:1
15101,成都市,成都市武侯区,成都市应急管理综合行政执法总队武侯支队-应急执法,26201065,≥ 5:1 且 < 30:1
15101,成都市,成都市武侯区,成都市武侯区行政执法单位（一）-综合执法,26201066,≥ 5:1 且 < 30:1
15101,成都市,成都市武侯区,成都市武侯区行政执法单位（二）-综合执法,26201067,≥ 5:1 且 < 30:1
15101,成都市,成都市武侯区,成都市武侯区行政执法单位（三）-综合管理,26201068,≥ 5:1 且 < 30:1
15101,成都市,成都市武侯区,成都市武侯区党员教育中心-业务岗位,26301069,≥ 5:1 且 < 30:1
15101,成都市,成都市武侯区,成都市武侯区参照管理单位（一）-业务经办,26301070,≥ 5:1 且 < 30:1
15101,成都市,成都市武侯区,成都市武侯区参照管理单位（二）-业务经办,26301071,≥ 50:1 且 < 100:1
15101,成都市,成都市武侯区,成都市武侯区经济责任审计中心-项目审计,26301072,≥ 5:1 且 < 30:1
15101,成都市,成都市武侯区,成都市武侯区红十字会-综合管理,26301073,≥ 30:1 且 < 50:1
15101,成都市,成都市成华区,成都市成华区行政执法单位（一）-综合执法,26201077,≥ 5:1 且 < 30:1
15101,成都市,成都市成华区,成都市成华区行政执法单位（二）-综合执法,26201078,≥ 5:1 且 < 30:1
15101,成都市,成都市成华区,成都市成华区社会保险事务中心-社保服务,26301074,≥ 50:1 且 < 100:1
15101,成都市,成都市成华区,成都市成华区参照管理单位-业务经办,26301075,≥ 30:1 且 < 50:1
15101,成都市,成都市成华区,成都市成华区经济责任审计中心-业务岗位,26301076,≥ 100:1
15101,成都市,成都市龙泉驿区,成都市龙泉驿区市场监管综合行政执法大队-综合执法,26201083,≥ 30:1 且 < 50:1
15101,成都市,成都市龙泉驿区,成都市龙泉驿区城市管理综合行政执法大队-综合执法,26201084,< 5:1
15101,成都市,成都市龙泉驿区,成都市龙泉驿区应急管理综合行政执法大队-财务管理,26201085,≥ 5:1 且 < 30:1
15101,成都市,成都市龙泉驿区,中共成都市龙泉驿区委党校-综合管理,26301079,≥ 30:1 且 < 50:1
15101,成都市,成都市龙泉驿区,成都市龙泉驿区社会保险事业服务中心-财务管理,26301080,≥ 5:1 且 < 30:1
15101,成都市,成都市龙泉驿区,成都市龙泉驿区森林病虫防治检疫站-综合管理,26301081,≥ 50:1 且 < 100:1
15101,成都市,成都市龙泉驿区,成都市龙泉驿区经济责任审计中心-项目管理,26301082,≥ 5:1 且 < 30:1
15101,成都市,成都市龙泉驿区,成都市龙泉驿区街道机关（一）-城乡规划,26301086,≥ 5:1 且 < 30:1
15101,成都市,成都市龙泉驿区,成都市龙泉驿区街道机关（二）-城乡规划,26301087,≥ 5:1 且 < 30:1
15101,成都市,成都市龙泉驿区,成都市龙泉驿区街道机关（三）-产业发展,26301088,≥ 5:1 且 < 30:1
15101,成都市,成都市龙泉驿区,成都市龙泉驿区街道机关（四）-产业发展,26301089,≥ 5:1 且 < 30:1
15101,成都市,成都市龙泉驿区,成都市龙泉驿区街道机关（五）-经济建设,26301090,≥ 5:1 且 < 30:1
15101,成都市,成都市龙泉驿区,成都市龙泉驿区街道机关（六）-经济建设,26301091,≥ 5:1 且 < 30:1
15101,成都市,成都市龙泉驿区,成都市龙泉驿区街道机关（七）-财务管理,26301092,≥ 5:1 且 < 30:1
15101,成都市,成都市龙泉驿区,成都市龙泉驿区街道机关（八）-财务管理,26301093,≥ 5:1 且 < 30:1
15101,成都市,成都市龙泉驿区,成都市龙泉驿区街道机关（九）-信息建设,26301094,≥ 30:1 且 < 50:1
15101,成都市,成都市龙泉驿区,成都市龙泉驿区街道机关（十）-信息建设,26301095,≥ 5:1 且 < 30:1
15101,成都市,成都市龙泉驿区,成都市龙泉驿区街道机关（十一）-低空经济,26301096,≥ 5:1 且 < 30:1
15101,成都市,成都市龙泉驿区,成都市龙泉驿区乡镇机关-低空经济,26301097,≥ 5:1 且 < 30:1
15101,成都市,成都市青白江区,成都市青白江区城市管理综合行政执法大队-综合执法,26201100,≥ 5:1 且 < 30:1
15101,成都市,成都市青白江区,成都市青白江区应急管理综合行政执法大队-安全执法,26201101,≥ 5:1 且 < 30:1
15101,成都市,成都市青白江区,成都市青白江区市场监管综合行政执法大队-行业监管,26201102,≥ 5:1 且 < 30:1
15101,成都市,成都市青白江区,中共成都市青白江区委党校-教学管理,26301098,≥ 50:1 且 < 100:1
15101,成都市,成都市青白江区,成都市青白江区就业服务管理中心-就业服务,26301099,< 5:1
15101,成都市,成都市青白江区,共青团成都市青白江区委员会-综合管理,26301103,≥ 5:1 且 < 30:1
15101,成都市,成都市青白江区,成都市青白江区科学技术协会-科技研究,26301104,≥ 5:1 且 < 30:1
15101,成都市,成都市青白江区,成都市青白江区街道机关（一）-社会治理,26301105,≥ 5:1 且 < 30:1
15101,成都市,成都市青白江区,成都市青白江区街道机关（二）-社会治理,26301106,≥ 5:1 且 < 30:1
15101,成都市,成都市青白江区,成都市青白江区街道机关（三）-经济发展,26301107,≥ 5:1 且 < 30:1
15101,成都市,成都市青白江区,成都市青白江区街道机关（四）-经济发展,26301108,≥ 30:1 且 < 50:1
15101,成都市,成都市青白江区,成都市青白江区街道机关（五）-信息管理,26301109,≥ 50:1 且 < 100:1
15101,成都市,成都市青白江区,成都市青白江区街道机关（六）-城乡规划,26301110,≥ 50:1 且 < 100:1
15101,成都市,成都市青白江区,成都市青白江区街道机关（七）-乡村振兴,26301111,≥ 5:1 且 < 30:1
15101,成都市,成都市青白江区,成都市青白江区福洪镇人民政府-乡村振兴,26301112,≥ 5:1 且 < 30:1
15101,成都市,成都市新都区,成都市新都区城市管理综合行政执法大队-安全监管,26201121,≥ 5:1 且 < 30:1
15101,成都市,成都市新都区,成都市新都区市场监管综合行政执法大队-食品监管（一）,26201122,≥ 5:1 且 < 30:1
15101,成都市,成都市新都区,成都市新都区市场监管综合行政执法大队-食品监管（二）,26201123,≥ 5:1 且 < 30:1
15101,成都市,成都市新都区,成都市新都区街道机关（一）-现代文旅,26301113,≥ 100:1
15101,成都市,成都市新都区,成都市新都区街道机关（二）-经济发展,26301114,≥ 30:1 且 < 50:1
15101,成都市,成都市新都区,成都市新都区街道机关（三）-城乡建设,26301115,≥ 5:1 且 < 30:1
15101,成都市,成都市新都区,成都市新都区街道机关（四）-安全生产,26301116,≥ 5:1 且 < 30:1
15101,成都市,成都市新都区,成都市新都区街道机关（五）-基层治理,26301117,≥ 5:1 且 < 30:1
15101,成都市,成都市新都区,成都市新都区街道机关（六）-产业发展,26301118,≥ 50:1 且 < 100:1
15101,成都市,成都市新都区,成都市新都区街道机关（七）-产业发展,26301119,≥ 5:1 且 < 30:1
15101,成都市,成都市新都区,成都市新都区参照管理单位-社会服务,26301120,≥ 5:1 且 < 30:1
15101,成都市,成都市新都区,成都市新都区公路管理所-低空经济,26301124,≥ 30:1 且 < 50:1
15101,成都市,成都市新都区,成都市新都区医疗保障事务中心-法律服务,26301125,< 5:1
15101,成都市,成都市温江区,成都市温江区参照管理单位（三）-综合执法,26201130,≥ 100:1
15101,成都市,成都市温江区,成都市温江区参照管理单位（四）-综合执法,26201131,≥ 50:1 且 < 100:1
15101,成都市,成都市温江区,成都市温江区参照管理单位（五）-综合执法,26201132,≥ 5:1 且 < 30:1
15101,成都市,成都市温江区,成都市温江区参照管理单位（六）-综合执法,26201133,≥ 5:1 且 < 30:1
15101,成都市,成都市温江区,成都市温江区应急管理综合行政执法大队-应急执法,26201134,≥ 5:1 且 < 30:1
15101,成都市,成都市温江区,成都市温江区国库集中收付中心（一）-综合管理,26301126,≥ 5:1 且 < 30:1
15101,成都市,成都市温江区,成都市温江区国库集中收付中心（二）-综合管理,26301127,≥ 30:1 且 < 50:1
15101,成都市,成都市温江区,成都市温江区参照管理单位（一）-综合管理,26301128,≥ 50:1 且 < 100:1
15101,成都市,成都市温江区,成都市温江区参照管理单位（二）-综合管理,26301129,≥ 50:1 且 < 100:1
15101,成都市,成都市双流区,成都市双流区综合行政执法大队-综合执法,26201135,≥ 5:1 且 < 30:1
15101,成都市,成都市双流区,成都市双流区文化市场综合行政执法大队-综合执法,26201136,≥ 30:1 且 < 50:1
15101,成都市,成都市双流区,成都市双流区城市管理综合行政执法大队-综合执法,26201137,≥ 5:1 且 < 30:1
15101,成都市,成都市双流区,成都市双流区市场监管综合行政执法大队-综合执法,26201138,≥ 5:1 且 < 30:1
15101,成都市,成都市双流区,中共成都市双流区委党校-综合管理,26301139,≥ 50:1 且 < 100:1
15101,成都市,成都市双流区,成都市双流区道路运输管理所-交通运输,26301140,≥ 5:1 且 < 30:1
15101,成都市,成都市双流区,成都市双流区出租汽车管理所-综合管理,26301141,≥ 5:1 且 < 30:1
15101,成都市,成都市郫都区,成都市郫都区行政执法单位（一）-行政执法,26201149,≥ 5:1 且 < 30:1
15101,成都市,成都市郫都区,成都市郫都区行政执法单位（二）-行政执法,26201150,≥ 5:1 且 < 30:1
15101,成都市,成都市郫都区,成都市郫都区行政执法单位（三）-行政执法,26201151,≥ 5:1 且 < 30:1
15101,成都市,成都市郫都区,成都市郫都区行政执法单位（四）-行政执法,26201152,≥ 5:1 且 < 30:1
15101,成都市,成都市郫都区,成都市郫都区行政执法单位（五）-行政执法,26201153,≥ 5:1 且 < 30:1
15101,成都市,成都市郫都区,成都市郫都区行政执法单位（六）-行政执法,26201154,≥ 5:1 且 < 30:1
15101,成都市,成都市郫都区,成都市郫都区参照管理单位（一）-综合管理,26301142,≥ 5:1 且 < 30:1
15101,成都市,成都市郫都区,成都市郫都区参照管理单位（二）-综合管理,26301143,≥ 5:1 且 < 30:1
15101,成都市,成都市郫都区,成都市郫都区参照管理单位（三）-综合管理,26301144,≥ 5:1 且 < 30:1
15101,成都市,成都市郫都区,成都市郫都区参照管理单位（四）-综合管理,26301145,≥ 30:1 且 < 50:1
15101,成都市,成都市郫都区,成都市郫都区劳动人事争议仲裁院-政策法规,26301146,< 5:1
15101,成都市,成都市郫都区,成都市郫都区医疗保障事务中心-医保管理,26301147,≥ 100:1
15101,成都市,成都市郫都区,成都市郫都区审计数据服务中心-审计分析,26301148,≥ 5:1 且 < 30:1
15101,成都市,成都市郫都区,成都市郫都区街道机关（一）-综合管理,26301155,≥ 5:1 且 < 30:1
15101,成都市,成都市郫都区,成都市郫都区街道机关（二）-综合管理,26301156,≥ 5:1 且 < 30:1
15101,成都市,成都市郫都区,成都市郫都区残疾人联合会-综合管理,26301157,≥ 5:1 且 < 30:1
15101,成都市,成都市新津区,成都市新津区应急管理综合行政执法大队-综合执法（一）,26201163,≥ 5:1 且 < 30:1
15101,成都市,成都市新津区,成都市新津区应急管理综合行政执法大队-综合执法（二）,26201164,≥ 5:1 且 < 30:1
15101,成都市,成都市新津区,成都市新津区综合行政执法局综合行政执法大队-综合执法（一）,26201165,≥ 30:1 且 < 50:1
15101,成都市,成都市新津区,成都市新津区综合行政执法局综合行政执法大队-综合执法（二）,26201166,≥ 5:1 且 < 30:1
15101,成都市,成都市新津区,成都市新津区市场监管综合行政执法大队-综合执法（一）,26201167,≥ 5:1 且 < 30:1
15101,成都市,成都市新津区,成都市新津区市场监管综合行政执法大队-综合执法（二）,26201168,≥ 5:1 且 < 30:1
15101,成都市,成都市新津区,成都市新津区参公执法单位-综合管理,26201169,≥ 50:1 且 < 100:1
15101,成都市,成都市新津区,成都市新津区档案馆-综合管理,26301158,≥ 30:1 且 < 50:1
15101,成都市,成都市新津区,成都市新津区就业服务中心-综合管理,26301159,≥ 5:1 且 < 30:1
15101,成都市,成都市新津区,成都市新津区党员教育中心-综合管理,26301160,≥ 30:1 且 < 50:1
15101,成都市,成都市新津区,成都市新津区参照管理单位-综合管理,26301161,≥ 30:1 且 < 50:1
15101,成都市,成都市新津区,成都市新津区残疾人联合会-综合管理,26301162,≥ 5:1 且 < 30:1
15101,成都市,成都市新津区,成都市新津区街道机关（一）-规划建设,26301170,≥ 50:1 且 < 100:1
15101,成都市,成都市新津区,成都市新津区街道机关（二）-规划建设,26301171,≥ 50:1 且 < 100:1
15101,成都市,成都市新津区,成都市新津区街道机关（三）-综合管理,26301172,≥ 5:1 且 < 30:1
15101,成都市,成都市新津区,成都市新津区街道机关（四）-综合管理,26301173,≥ 50:1 且 < 100:1
15101,成都市,成都市新津区,成都市新津区乡镇机关-乡村振兴,26301174,≥ 5:1 且 < 30:1
15101,成都市,简阳市,简阳市综合行政执法大队-综合执法（一）,26201179,≥ 5:1 且 < 30:1
15101,成都市,简阳市,简阳市综合行政执法大队-综合执法（二）,26201180,< 5:1
15101,成都市,简阳市,简阳市市场监管综合行政执法大队-市场监管执法（一）,26201181,≥ 5:1 且 < 30:1
15101,成都市,简阳市,简阳市市场监管综合行政执法大队-市场监管执法（二）,26201182,≥ 5:1 且 < 30:1
15101,成都市,简阳市,简阳市交通运输综合行政执法大队-交通执法,26201183,≥ 5:1 且 < 30:1
15101,成都市,简阳市,简阳市应急管理综合行政执法大队-应急执法,26201184,< 5:1
15101,成都市,简阳市,简阳市农业综合行政执法大队-农业执法,26201185,≥ 5:1 且 < 30:1
15101,成都市,简阳市,简阳市文化市场综合行政执法大队-文化执法,26201186,≥ 5:1 且 < 30:1
15101,成都市,简阳市,简阳市投资促进服务中心-海关管理,26301175,≥ 5:1 且 < 30:1
15101,成都市,简阳市,简阳市财政国库支付中心-对外经贸,26301176,≥ 50:1 且 < 100:1
15101,成都市,简阳市,简阳市自然资源规划编制研究中心-城乡规划,26301177,< 5:1
15101,成都市,简阳市,简阳市水旱灾害防御中心-水务管理,26301178,≥ 5:1 且 < 30:1
15101,成都市,简阳市,简阳市街道机关（一）-智能制造,26301187,≥ 30:1 且 < 50:1
15101,成都市,简阳市,简阳市街道机关（二）-信息管理,26301188,≥ 5:1 且 < 30:1
15101,成都市,简阳市,简阳市街道机关（三）-信息管理,26301189,< 5:1
15101,成都市,简阳市,简阳市街道机关（四）-金融经济,26301190,≥ 5:1 且 < 30:1
15101,成都市,简阳市,简阳市街道机关（五）-金融经济,26301191,< 5:1
15101,成都市,简阳市,简阳市街道机关（六）-现代物流,26301192,≥ 5:1 且 < 30:1
15101,成都市,简阳市,简阳市街道机关（七）-现代物流,26301193,≥ 5:1 且 < 30:1
15101,成都市,都江堰市,都江堰市市场监管综合行政执法大队-财务管理,26201202,≥ 5:1 且 < 30:1
15101,成都市,都江堰市,都江堰市市场监管综合行政执法大队-食品安全监管,26201203,≥ 5:1 且 < 30:1
15101,成都市,都江堰市,都江堰市应急管理综合行政执法大队-应急执法,26201204,< 5:1
15101,成都市,都江堰市,都江堰市文化市场综合行政执法大队-文物执法,26201205,≥ 5:1 且 < 30:1
15101,成都市,都江堰市,都江堰市农业综合行政执法大队-农业执法,26201206,≥ 5:1 且 < 30:1
15101,成都市,都江堰市,都江堰市综合行政执法局综合行政执法大队-综合执法,26201207,≥ 5:1 且 < 30:1
15101,成都市,都江堰市,都江堰市行政执法大队（一）-综合执法,26201208,< 5:1
15101,成都市,都江堰市,都江堰市行政执法大队（二）-综合执法,26201209,≥ 5:1 且 < 30:1
15101,成都市,都江堰市,都江堰市交通运输综合行政执法大队-综合管理,26201210,≥ 5:1 且 < 30:1
15101,成都市,都江堰市,都江堰市纪委所属党员干部教育中心-纪检监察,26301194,≥ 5:1 且 < 30:1
15101,成都市,都江堰市,都江堰市参照管理单位（一）-经济发展,26301195,≥ 5:1 且 < 30:1
15101,成都市,都江堰市,都江堰市参照管理单位（二）-综合管理,26301196,≥ 30:1 且 < 50:1
15101,成都市,都江堰市,都江堰市档案馆-档案管理,26301197,≥ 50:1 且 < 100:1
15101,成都市,都江堰市,中共都江堰市委党校-教育培训,26301198,≥ 5:1 且 < 30:1
15101,成都市,都江堰市,都江堰市绿道建设和林盘保护中心-建设规划,26301199,≥ 5:1 且 < 30:1
15101,成都市,都江堰市,都江堰市社会保险事业服务中心-社保服务,26301200,≥ 50:1 且 < 100:1
15101,成都市,都江堰市,都江堰市交通运输保障中心-交通运输管理,26301201,≥ 5:1 且 < 30:1
15101,成都市,都江堰市,都江堰市街道机关（一）-产业发展,26301211,≥ 30:1 且 < 50:1
15101,成都市,都江堰市,都江堰市街道机关（二）-综合文稿,26301212,≥ 30:1 且 < 50:1
15101,成都市,都江堰市,都江堰市街道机关（三）-城乡建设,26301213,≥ 30:1 且 < 50:1
15101,成都市,彭州市,彭州市综合行政执法局直属综合行政执法大队-综合执法（一）,26201223,≥ 5:1 且 < 30:1
15101,成都市,彭州市,彭州市综合行政执法局直属综合行政执法大队-综合执法（二）,26201224,≥ 5:1 且 < 30:1
15101,成都市,彭州市,彭州市综合行政执法局直属综合行政执法大队-综合执法（三）,26201225,< 5:1
15101,成都市,彭州市,彭州市综合行政执法局直属综合行政执法大队-综合执法（四）,26201226,≥ 5:1 且 < 30:1
15101,成都市,彭州市,彭州市综合行政执法局直属综合行政执法大队-综合执法（五）,26201227,≥ 5:1 且 < 30:1
15101,成都市,彭州市,彭州市应急管理综合行政执法大队-应急执法（一）,26201228,≥ 5:1 且 < 30:1
15101,成都市,彭州市,彭州市应急管理综合行政执法大队-应急执法（二）,26201229,≥ 5:1 且 < 30:1
15101,成都市,彭州市,彭州市街道机关（一）-综合管理,26301214,≥ 50:1 且 < 100:1
15101,成都市,彭州市,彭州市街道机关（二）-信息管理,26301215,≥ 5:1 且 < 30:1
15101,成都市,彭州市,彭州市乡镇机关（一）-综合管理,26301216,≥ 5:1 且 < 30:1
15101,成都市,彭州市,彭州市乡镇机关（二）-综合管理,26301217,≥ 5:1 且 < 30:1
15101,成都市,彭州市,彭州市乡镇机关（三）-产业发展,26301218,≥ 5:1 且 < 30:1
15101,成都市,彭州市,彭州市乡镇机关（四）-产业发展,26301219,≥ 5:1 且 < 30:1
15101,成都市,彭州市,彭州市参照管理单位（一）-综合文稿,26301220,≥ 50:1 且 < 100:1
15101,成都市,彭州市,彭州市参照管理单位（二）-信息化建设,26301221,< 5:1
15101,成都市,彭州市,彭州市档案馆-档案管理,26301222,≥ 30:1 且 < 50:1
15101,成都市,邛崃市,邛崃市农业综合行政执法大队-农业执法（一）,26201234,≥ 5:1 且 < 30:1
15101,成都市,邛崃市,邛崃市农业综合行政执法大队-农业执法（二）,26201235,≥ 5:1 且 < 30:1
15101,成都市,邛崃市,邛崃市行政执法单位（一）-行政执法,26201236,≥ 5:1 且 < 30:1
15101,成都市,邛崃市,邛崃市行政执法单位（二）-市场执法,26201237,< 5:1
15101,成都市,邛崃市,邛崃市行政执法单位（三）-市场执法,26201238,< 5:1
15101,成都市,邛崃市,邛崃市行政执法单位（四）-综合执法,26201239,≥ 30:1 且 < 50:1
15101,成都市,邛崃市,邛崃市行政执法单位（五）-综合执法,26201240,≥ 30:1 且 < 50:1
15101,成都市,邛崃市,中共邛崃市委党校-综合管理,26301230,≥ 30:1 且 < 50:1
15101,成都市,邛崃市,邛崃市房产服务中心-规划建设,26301231,≥ 5:1 且 < 30:1
15101,成都市,邛崃市,邛崃市医疗保障事务中心-医保稽核,26301232,≥ 5:1 且 < 30:1
15101,成都市,邛崃市,邛崃市参照管理单位-综合管理,26301233,≥ 5:1 且 < 30:1
15101,成都市,邛崃市,邛崃市街道机关（一）-纪检监察,26301241,< 5:1
15101,成都市,邛崃市,邛崃市街道机关（二）-工程管理,26301242,≥ 5:1 且 < 30:1
15101,成都市,邛崃市,邛崃市街道机关（三）-项目管理,26301243,≥ 5:1 且 < 30:1
15101,成都市,邛崃市,邛崃市街道机关（四）-项目管理,26301244,≥ 5:1 且 < 30:1
15101,成都市,邛崃市,邛崃市街道机关（五）-财务管理,26301245,≥ 5:1 且 < 30:1
15101,成都市,邛崃市,邛崃市街道机关（六）-财务管理,26301246,≥ 5:1 且 < 30:1
15101,成都市,邛崃市,邛崃市街道机关（七）-信息管理,26301247,≥ 5:1 且 < 30:1
15101,成都市,邛崃市,邛崃市街道机关（八）-信息管理,26301248,≥ 5:1 且 < 30:1
15101,成都市,邛崃市,邛崃市街道机关（九）-农村发展,26301249,≥ 5:1 且 < 30:1
15101,成都市,邛崃市,邛崃市街道机关（十）-农村发展,26301250,≥ 5:1 且 < 30:1
15101,成都市,邛崃市,邛崃市街道机关（十一）-新闻宣传,26301251,≥ 5:1 且 < 30:1
15101,成都市,邛崃市,邛崃市街道机关（十二）-新闻宣传,26301252,≥ 5:1 且 < 30:1
15101,成都市,崇州市,崇州市参照管理单位（一）-行政执法,26201261,< 5:1
15101,成都市,崇州市,崇州市参照管理单位（二）-行政执法,26201262,< 5:1
15101,成都市,崇州市,崇州市参照管理单位（三）-行政执法,26201263,< 5:1
15101,成都市,崇州市,崇州市参照管理单位（四）-行政执法,26201264,< 5:1
15101,成都市,崇州市,崇州市街道机关（一）-产业发展,26301253,≥ 5:1 且 < 30:1
15101,成都市,崇州市,崇州市街道机关（二）-规划建设,26301254,≥ 5:1 且 < 30:1
15101,成都市,崇州市,崇州市街道机关（三）-综合管理,26301255,≥ 50:1 且 < 100:1
15101,成都市,崇州市,崇州市乡镇机关（一）-乡村振兴,26301256,≥ 5:1 且 < 30:1
15101,成都市,崇州市,崇州市乡镇机关（二）-乡村振兴,26301257,≥ 5:1 且 < 30:1
15101,成都市,崇州市,中共崇州市委党校-综合管理,26301258,≥ 5:1 且 < 30:1
15101,成都市,崇州市,共青团崇州市委员会-综合管理,26301259,≥ 50:1 且 < 100:1
